piEsposito,blitz-bayesian-deep-learning,,,,,,,,,,,,,,
huawei-noah,vega,,,,,,,,,,,,,,
kexinhuang12345,DeepPurpose,,,,,,,,,,,,,,
rstudio,keras,,,,,,,,,,,,,,
spiceai,spiceai,,,,,,,,,,,,,,
tinkoff-ai,etna,,,,,,,,,,,,,,
baal-org,baal,,,,,,,,,,,,,,
nengo,nengo,,,,,,,,,,,,,,
ThoughtWorksInc,DeepLearning.scala,,,,,,,,,,,,,,
deepforge-dev,deepforge,,,,,,,,,,,,,,
WangRongsheng,ChatGenTitle,,,,,,,,,,,,,,
libxsmm,libxsmm,,,,,,,,,,,,,,
itdxer,neupy,,,,,,,,,,,,,,
jeshraghian,snntorch,,,,,,,,,,,,,,
Thinklab-SJTU,ThinkMatch,,,,,,,,,,,,,,
PreferredAI,cornac,,,,,,,,,,,,,,
majianjia,nnom,,,,,,,,,,,,,,
jrieke,best-of-streamlit,,,,,,,,,,,,,,
PaddlePaddle,PaddleHelix,,,,,,,,,,,,,,
MisaOgura,flashtorch,,,,,,,,,,,,,,
sunlabuiuc,PyHealth,,,,,,,,,,,,,,
ceccocats,tkDNN,,,,,,,,,,,,,,
waylonflinn,weblas,,,,,,,,,,,,,,
tflearn,tflearn,,,,,,,,,,,,,,
ludwig-ai,ludwig,,,,,,,,,,,,,,
chroma-core,chroma,,,,,,,,,,,,,,
alibaba,MNN,,,,,,,,,,,,,,
yzhao062,pyod,,,,,,,,,,,,,,
lucidrains,imagen-pytorch,,,,,,,,,,,,,,
shenweichen,DeepCTR,,,,,,,,,,,,,,
espnet,espnet,,,,,,,,,,,,,,
satellite-image-deep-learning,techniques,,,,,,,,,,,,,,
lmcinnes,umap,,,,,,,,,,,,,,
facebookresearch,pytext,,,,,,,,,,,,,,
unit8co,darts,,,,,,,,,,,,,,
tensorpack,tensorpack,,,,,,,,,,,,,,
microsoft,nlp-recipes,,,,,,,,,,,,,,
NVIDIA,Megatron-LM,,,,,,,,,,,,,,
EleutherAI,gpt-neox,,,,,,,,,,,,,,
Swift-AI,Swift-AI,,,,,,,,,,,,,,
chainer,chainer,,,,,,,,,,,,,,
microsoft,MMdnn,,,,,,,,,,,,,,
tiny-dnn,tiny-dnn,,,,,,,,,,,,,,
interpretml,interpret,,,,,,,,,,,,,,
dmlc,gluon-cv,,,,,,,,,,,,,,
jeffheaton,t81_558_deep_learning,,,,,,,,,,,,,,
yandexdataschool,Practical_RL,,,,,,,,,,,,,,
leela-zero,leela-zero,,,,,,,,,,,,,,
gorgonia,gorgonia,,,,,,,,,,,,,,
flashlight,flashlight,,,,,,,,,,,,,,
tensorspace-team,tensorspace,,,,,,,,,,,,,,
XiaoMi,mace,,,,,,,,,,,,,,
blei-lab,edward,,,,,,,,,,,,,,
justadudewhohacks,opencv4nodejs,,,,,,,,,,,,,,
openvinotoolkit,openvino,,,,,,,,,,,,,,
mosaicml,composer,,,,,,,,,,,,,,
tensorflow,lucid,,,,,,,,,,,,,,
christophM,interpretable-ml-book,,,,,,,,,,,,,,
lucidrains,deep-daze,,,,,,,,,,,,,,
guofei9987,scikit-opt,,,,,,,,,,,,,,
fizyr,keras-retinanet,,,,,,,,,,,,,,
yinggaozhen,awesome-go-cn,,,,,,,,,,,,,,
pytorch,ignite,,,,,,,,,,,,,,
uber,causalml,,,,,,,,,,,,,,
IntelLabs,distiller,,,,,,,,,,,,,,
deep-learning-with-pytorch,dlwpt-code,,,,,,,,,,,,,,
makcedward,nlpaug,,,,,,,,,,,,,,
tensorflow,probability,,,,,,,,,,,,,,
PaddlePaddle,PaddleRec,,,,,,,,,,,,,,
NervanaSystems,neon,,,,,,,,,,,,,,
timeseriesAI,tsai,,,,,,,,,,,,,,
postgresml,postgresml,,,,,,,,,,,,,,
xenova,transformers.js,,,,,,,,,,,,,,
deepjavalibrary,djl,,,,,,,,,,,,,,
kwai,DouZero,,,,,,,,,,,,,,
lucidrains,x-transformers,,,,,,,,,,,,,,
burn-rs,burn,,,,,,,,,,,,,,
POSTECH-CVLab,PyTorch-StudioGAN,,,,,,,,,,,,,,
oneapi-src,oneDNN,,,,,,,,,,,,,,
catalyst-team,catalyst,,,,,,,,,,,,,,
py-why,EconML,,,,,,,,,,,,,,
briatte,awesome-network-analysis,,,,,,,,,,,,,,
leriomaggio,deep-learning-keras-tensorflow,,,,,,,,,,,,,,
IntelLabs,nlp-architect,,,,,,,,,,,,,,
google,deepvariant,,,,,,,,,,,,,,
Jittor,jittor,,,,,,,,,,,,,,
visionml,pytracking,,,,,,,,,,,,,,
jettify,pytorch-optimizer,,,,,,,,,,,,,,
opendilab,DI-engine,,,,,,,,,,,,,,
stellargraph,stellargraph,,,,,,,,,,,,,,
thuml,Transfer-Learning-Library,,,,,,,,,,,,,,
tensorflow,ranking,,,,,,,,,,,,,,
sony,nnabla,,,,,,,,,,,,,,
seandavi,awesome-single-cell,,,,,,,,,,,,,,
lightvector,KataGo,,,,,,,,,,,,,,
microsoft,forecasting,,,,,,,,,,,,,,
magenta,ddsp,,,,,,,,,,,,,,
zackchase,mxnet-the-straight-dope,,,,,,,,,,,,,,
shenweichen,DeepCTR-Torch,,,,,,,,,,,,,,
bethgelab,foolbox,,,,,,,,,,,,,,
microsoft,pai,,,,,,,,,,,,,,
jeeliz,jeelizFaceFilter,,,,,,,,,,,,,,
datamllab,rlcard,,,,,,,,,,,,,,
danielegrattarola,spektral,,,,,,,,,,,,,,
IntelLabs,coach,,,,,,,,,,,,,,
torch-points3d,torch-points3d,,,,,,,,,,,,,,
benedekrozemberczki,awesome-decision-tree-papers,,,,,,,,,,,,,,
rasbt,machine-learning-book,,,,,,,,,,,,,,
benedekrozemberczki,pytorch_geometric_temporal,,,,,,,,,,,,,,
LeelaChessZero,lc0,,,,,,,,,,,,,,
automl,Auto-PyTorch,,,,,,,,,,,,,,
niklasf,python-chess,,,,,,,,,,,,,,
open-mmlab,mmdeploy,,,,,,,,,,,,,,
NVIDIA,MinkowskiEngine,,,,,,,,,,,,,,
google,neural-tangents,,,,,,,,,,,,,,
mindee,doctr,,,,,,,,,,,,,,
Farama-Foundation,HighwayEnv,,,,,,,,,,,,,,
deepmind,mctx,,,,,,,,,,,,,,
graphistry,pygraphistry,,,,,,,,,,,,,,
PennyLaneAI,pennylane,,,,,,,,,,,,,,
pyro-ppl,numpyro,,,,,,,,,,,,,,
lululxvi,deepxde,,,,,,,,,,,,,,
minimaxir,automl-gs,,,,,,,,,,,,,,
RosettaCommons,RoseTTAFold,,,,,,,,,,,,,,
GauravBh1010tt,DeepLearn,,,,,,,,,,,,,,
GPflow,GPflow,,,,,,,,,,,,,,
neuralmagic,sparseml,,,,,,,,,,,,,,
ZiyaoGeng,RecLearn,,,,,,,,,,,,,,
PlayVoice,so-vits-svc-5.0,,,,,,,,,,,,,,
krasserm,bayesian-machine-learning,,,,,,,,,,,,,,
symisc,sod,,,,,,,,,,,,,,
prabhuomkar,pytorch-cpp,,,,,,,,,,,,,,
nihui,opencv-mobile,,,,,,,,,,,,,,
learning-at-home,hivemind,,,,,,,,,,,,,,
quic,aimet,,,,,,,,,,,,,,
neuralmagic,deepsparse,,,,,,,,,,,,,,
graph4ai,graph4nlp,,,,,,,,,,,,,,
VainF,Torch-Pruning,,,,,,,,,,,,,,
divelab,DIG,,,,,,,,,,,,,,
lucidrains,lightweight-gan,,,,,,,,,,,,,,
uTensor,uTensor,,,,,,,,,,,,,,
THUDM,CogDL,,,,,,,,,,,,,,
OpenImageDenoise,oidn,,,,,,,,,,,,,,
Xtra-Computing,thundersvm,,,,,,,,,,,,,,
natethegreate,hent-AI,,,,,,,,,,,,,,
chainer,chainercv,,,,,,,,,,,,,,
helblazer811,ManimML,,,,,,,,,,,,,,
tensorflow,mesh,,,,,,,,,,,,,,
ahmedfgad,GeneticAlgorithmPython,,,,,,,,,,,,,,
microsoft,NeuronBlocks,,,,,,,,,,,,,,
benedekrozemberczki,awesome-fraud-detection-papers,,,,,,,,,,,,,,
Harry24k,adversarial-attacks-pytorch,,,,,,,,,,,,,,
MilesCranmer,PySR,,,,,,,,,,,,,,
lucidrains,alphafold2,,,,,,,,,,,,,,
ericjang,tdb,,,,,,,,,,,,,,
NervanaSystems,ngraph,,,,,,,,,,,,,,
dmlc,decord,,,,,,,,,,,,,,
DragonComputer,Dragonfire,,,,,,,,,,,,,,
m2dsupsdlclass,lectures-labs,,,,,,,,,,,,,,
neomatrix369,awesome-ai-ml-dl,,,,,,,,,,,,,,
filipradenovic,cnnimageretrieval-pytorch,,,,,,,,,,,,,,
NifTK,NiftyNet,,,,,,,,,,,,,,
torrvision,crfasrnn,,,,,,,,,,,,,,
elixir-nx,axon,,,,,,,,,,,,,,
davisking,dlib-models,,,,,,,,,,,,,,
CalculatedContent,WeightWatcher,,,,,,,,,,,,,,
coreylowman,dfdx,,,,,,,,,,,,,,
Kotlin,kotlindl,,,,,,,,,,,,,,
linkedin,detext,,,,,,,,,,,,,,
capitalone,DataProfiler,,,,,,,,,,,,,,
ivan-vasilev,neuralnetworks,,,,,,,,,,,,,,
chemprop,chemprop,,,,,,,,,,,,,,
aigamedev,scikit-neuralnetwork,,,,,,,,,,,,,,
deepmind,optax,,,,,,,,,,,,,,
deepmodeling,deepmd-kit,,,,,,,,,,,,,,
shibing624,similarity,,,,,,,,,,,,,,
oskardudycz,ArchitectureWeekly,,,,,,,,,,,,,,
amaiya,ktrain,,,,,,,,,,,,,,
albermax,innvestigate,,,,,,,,,,,,,,
mila-iqia,blocks,,,,,,,,,,,,,,
zhanggyb,nndl,,,,,,,,,,,,,,
glouppe,info8010-deep-learning,,,,,,,,,,,,,,
KAIR-BAIR,nerfacc,,,,,,,,,,,,,,
interpretml,DiCE,,,,,,,,,,,,,,
facebookresearch,fastMRI,,,,,,,,,,,,,,
mratsim,Arraymancer,,,,,,,,,,,,,,
CPJKU,madmom,,,,,,,,,,,,,,
ljvmiranda921,pyswarms,,,,,,,,,,,,,,
jrzaurin,pytorch-widedeep,,,,,,,,,,,,,,
tfhe,tfhe,,,,,,,,,,,,,,
DiffEqML,torchdyn,,,,,,,,,,,,,,
Lucchetto,SuperImage,,,,,,,,,,,,,,
deepmind,rlax,,,,,,,,,,,,,,
novak-99,MLPP,,,,,,,,,,,,,,
tsurumeso,vocal-remover,,,,,,,,,,,,,,
takuseno,d3rlpy,,,,,,,,,,,,,,
DLTcollab,sse2neon,,,,,,,,,,,,,,
pygod-team,pygod,,,,,,,,,,,,,,
manujosephv,pytorch_tabular,,,,,,,,,,,,,,
wubinzzu,NeuRec,,,,,,,,,,,,,,
taehoonlee,tensornets,,,,,,,,,,,,,,
